question,system,scope,backbone,run_id,seed,artifact_id,status,note,metric_name,inference_output_source,truncation_rate,implicit_sentiment,sarcasm,irony,idiom_figurative,code_switching,mocking,macro_pragmatic_f1,ece
Q2,ViPragSent XLM-R: − multi-task bundle,primary,XLM-R-large,xlmr_followup_q2_no_multitask_20260522,22,metric::xlmr_followup_q2_no_multitask_20260522,METRIC_FOUND,,,,,0.8772817916858414,0.6522587610031556,0.9763317344105025,0.5310048716043266,0.9467901136031074,0.5628926770483555,0.7577599915592149,0.1904833410680294
Q2,ViPragSent XLM-R: − multi-task bundle,primary,XLM-R-large,xlmr_followup_q2_no_multitask_20260523,23,metric::xlmr_followup_q2_no_multitask_20260523,METRIC_FOUND,,,,,0.441340782122905,0.8029891304347826,0.9652078444713332,0.5302912850967666,0.9338767111831985,0.6494327060262246,0.7205230765558683,0.10377938014268878
Q3,ViPragSent (XLM-R-large) [32],primary,XLM-R-large,xlmr_followup_q3_full_32_20260521,21,metric::xlmr_followup_q3_full_32_20260521,METRIC_FOUND,,,,,0.9045391628084578,0.8296671208876776,0.9785234899328858,0.899980996389314,0.9223881826905526,0.8714244106905571,0.9010872272332408,
Q3,ViPragSent (XLM-R-large) [32],primary,XLM-R-large,xlmr_followup_q3_full_32_20260522,22,metric::xlmr_followup_q3_full_32_20260522,METRIC_FOUND,,,,,0.8962514742207799,0.835405919322912,0.9843279225485932,0.8881962776459105,0.9516282283838645,0.8845492507983297,0.9067265121533983,
Q3,ViPragSent (XLM-R-large) [32],primary,XLM-R-large,xlmr_followup_q3_full_32_20260523,23,metric::xlmr_followup_q3_full_32_20260523,METRIC_FOUND,,,,,0.9176114648223841,0.8597613137560127,0.9751205457403982,0.9377325300829714,0.9446481296166009,0.9205207684359769,0.9258991254090575,
Q3,ViPragSent (XLM-R-large) [64],primary,XLM-R-large,xlmr_followup_q3_full_64_20260521,21,metric::xlmr_followup_q3_full_64_20260521,METRIC_FOUND,,,,,0.9013573232323233,0.8341451491820737,0.9768052296475556,0.9258492400973086,0.9411764705882353,0.8757921875607617,0.9091876000513764,
Q3,ViPragSent (XLM-R-large) [64],primary,XLM-R-large,xlmr_followup_q3_full_64_20260522,22,metric::xlmr_followup_q3_full_64_20260522,METRIC_FOUND,,,,,0.8928203200596583,0.8259602101530463,0.9824283099450885,0.9235416264560892,0.9398659009591389,0.8702926789032301,0.9058181744127086,
Q3,ViPragSent (XLM-R-large) [64],primary,XLM-R-large,xlmr_followup_q3_full_64_20260523,23,metric::xlmr_followup_q3_full_64_20260523,METRIC_FOUND,,,,,0.9057335430047861,0.8506843823904052,0.9842211562736682,0.9204864676695068,0.9465903005072465,0.9200381278514181,0.9212923296161719,
Q3,ViPragSent (XLM-R-large) [128],primary,XLM-R-large,xlmr_followup_q3_full_128_20260521,21,metric::xlmr_followup_q3_full_128_20260521,METRIC_FOUND,,,,,0.9050650840097446,0.8600246356641231,0.9783777621180358,0.9334544462411745,0.9368444018303641,0.8837141694284552,0.916246749881983,
Q3,ViPragSent (XLM-R-large) [128],primary,XLM-R-large,xlmr_followup_q3_full_128_20260522,22,metric::xlmr_followup_q3_full_128_20260522,METRIC_FOUND,,,,,0.9062256772850459,0.8485318674173574,0.9747883921878924,0.9416242469527857,0.9366391614429438,0.8765188629425316,0.9140547013714261,
Q3,ViPragSent (XLM-R-large) [128],primary,XLM-R-large,xlmr_followup_q3_full_128_20260523,23,metric::xlmr_followup_q3_full_128_20260523,METRIC_FOUND,,,,,0.9070977331846897,0.8464,0.9842211562736682,0.9238560097620501,0.9384320568887794,0.9041567945053215,0.9173606251024181,
Q3,ViPragSent (XLM-R-large) [256],primary,XLM-R-large,xlmr_followup_q3_full_256_20260521,21,metric::xlmr_followup_q3_full_256_20260521,METRIC_FOUND,,,,,0.9052352232335941,0.8282437927811876,0.9824283099450885,0.9277608297742526,0.9254063952827005,0.8885483421565896,0.9096038155289022,
Q3,ViPragSent (XLM-R-large) [256],primary,XLM-R-large,xlmr_followup_q3_full_256_20260522,22,metric::xlmr_followup_q3_full_256_20260522,METRIC_FOUND,,,,,0.9018777578010957,0.8509254304528195,0.9802764453420854,0.9198837169377267,0.9458552435012756,0.8568575502352205,0.9092793573783706,
Q3,ViPragSent (XLM-R-large) [256],primary,XLM-R-large,xlmr_followup_q3_full_256_20260523,23,metric::xlmr_followup_q3_full_256_20260523,METRIC_FOUND,,,,,0.9220516313344874,0.879430337049622,0.9731182795698925,0.9360013032461885,0.9503401940140459,0.9220760939510939,0.9305029731942217,
Q3,ViPragSent (XLM-R-large) [512],primary,XLM-R-large,xlmr_followup_q3_full_512_20260521,21,metric::xlmr_followup_q3_full_512_20260521,METRIC_FOUND,,,,,0.9134686107385455,0.8605743729635522,0.980140998907755,0.9325729488450227,0.9434164268069145,0.9205207684359769,0.925115687782961,
Q3,ViPragSent (XLM-R-large) [512],primary,XLM-R-large,xlmr_followup_q3_full_512_20260522,22,metric::xlmr_followup_q3_full_512_20260522,METRIC_FOUND,,,,,0.9008884003387815,0.8704713547401008,0.9783777621180358,0.9277608297742526,0.9419174430286411,0.8728408902175718,0.915376113369564,
Q3,ViPragSent (XLM-R-large) [512],primary,XLM-R-large,xlmr_followup_q3_full_512_20260523,23,metric::xlmr_followup_q3_full_512_20260523,METRIC_FOUND,,,,,0.9100176849857586,0.8847926267281105,0.9824283099450885,0.9325729488450227,0.9446481296166009,0.9244727025764998,0.9298220671161802,
Q3,ViPragSent (XLM-R-large) [full],primary,XLM-R-large,xlmr_followup_q3_full_full_20260521,21,metric::xlmr_followup_q3_full_full_20260521,METRIC_FOUND,,,,,0.8812069375148491,0.8379499694935937,0.9746186699206834,0.9177064205259325,0.9305289515560257,0.8712824375919028,0.9022155644338312,
Q3,ViPragSent (XLM-R-large) [full],primary,XLM-R-large,xlmr_followup_q3_full_full_20260522,22,metric::xlmr_followup_q3_full_full_20260522,METRIC_FOUND,,,,,0.9212137970704537,0.8765265804597702,0.9766496987811143,0.9263299567896862,0.9419701146090236,0.9160469042295935,0.9264561753232735,
Q3,ViPragSent (XLM-R-large) [full],primary,XLM-R-large,xlmr_followup_q3_full_full_20260523,23,metric::xlmr_followup_q3_full_full_20260523,METRIC_FOUND,,,,,0.8850726718557143,0.836716461889716,0.9804099031857416,0.9299490963433428,0.9411831516095535,0.856006840312223,0.9048896875327151,
Q3,PhoBERT (fine-tune) [32],baseline,PhoBERT-base,q3_phobert_pragmatic_finetune_32_20260521,21,metric::q3_phobert_pragmatic_finetune_32_20260521,METRIC_FOUND,,,,,0.8475331313524717,0.6788640681005798,0.9764918838228899,0.8530997877678512,0.9042370370370371,0.7586571998006976,0.8364805179802545,
Q3,PhoBERT (fine-tune) [32],baseline,PhoBERT-base,q3_phobert_pragmatic_finetune_32_20260522,22,metric::q3_phobert_pragmatic_finetune_32_20260522,METRIC_FOUND,,,,,0.8579668747188928,0.7051860890787065,0.9746186699206834,0.8674001221106338,0.9087317313350387,0.7795502953452619,0.8489089637515361,
Q3,PhoBERT (fine-tune) [32],baseline,PhoBERT-base,q3_phobert_pragmatic_finetune_32_20260523,23,metric::q3_phobert_pragmatic_finetune_32_20260523,METRIC_FOUND,,,,,0.8498097529150644,0.7060138294316401,0.969073639530074,0.841502402591629,0.8961051116753052,0.7736770209429585,0.8393636261811119,
Q3,PhoBERT (fine-tune) [64],baseline,PhoBERT-base,q3_phobert_pragmatic_finetune_64_20260521,21,metric::q3_phobert_pragmatic_finetune_64_20260521,METRIC_FOUND,,,,,0.8465597699730812,0.7269934707599047,0.9744464461394968,0.8507709381124413,0.9074009769196936,0.7648037920865522,0.845162565665195,
Q3,PhoBERT (fine-tune) [64],baseline,PhoBERT-base,q3_phobert_pragmatic_finetune_64_20260522,22,metric::q3_phobert_pragmatic_finetune_64_20260522,METRIC_FOUND,,,,,0.8462929475587704,0.7224983947967492,0.9727579819112999,0.8540706605222734,0.9057981253826951,0.7726827776260345,0.8456834812996371,
Q3,PhoBERT (fine-tune) [64],baseline,PhoBERT-base,q3_phobert_pragmatic_finetune_64_20260523,23,metric::q3_phobert_pragmatic_finetune_64_20260523,METRIC_FOUND,,,,,0.7100815850815851,0.6759697458067927,0.7143843987459482,0.5551931203202609,0.560312285518188,0.6326058600598187,0.6414244992554322,
Q3,PhoBERT (fine-tune) [128],baseline,PhoBERT-base,q3_phobert_pragmatic_finetune_128_20260521,21,metric::q3_phobert_pragmatic_finetune_128_20260521,METRIC_FOUND,,,,,0.8324929808411926,0.7009135332227886,0.9670309743995515,0.8391103927203065,0.8985951528483062,0.731080701737832,0.8282039559616629,
Q3,PhoBERT (fine-tune) [128],baseline,PhoBERT-base,q3_phobert_pragmatic_finetune_128_20260522,22,metric::q3_phobert_pragmatic_finetune_128_20260522,METRIC_FOUND,,,,,0.844550432785727,0.7105796984656392,0.9670309743995515,0.8443313252074285,0.9046348888924209,0.7635866559206056,0.8391189959452289,
Q3,PhoBERT (fine-tune) [128],baseline,PhoBERT-base,q3_phobert_pragmatic_finetune_128_20260523,23,metric::q3_phobert_pragmatic_finetune_128_20260523,METRIC_FOUND,,,,,0.8520057794031713,0.7424016335506165,0.9740942709480201,0.8615446202560221,0.9108901356817456,0.7728151098116314,0.8522919249418678,
Q3,PhoBERT (fine-tune) [256],baseline,PhoBERT-base,q3_phobert_pragmatic_finetune_256_20260521,21,metric::q3_phobert_pragmatic_finetune_256_20260521,METRIC_FOUND,,,,,0.8592584303623403,0.7365567973412501,0.969073639530074,0.8625003611856454,0.8999781991317526,0.7715549005158437,0.8498203880111511,
Q3,PhoBERT (fine-tune) [256],baseline,PhoBERT-base,q3_phobert_pragmatic_finetune_256_20260522,22,metric::q3_phobert_pragmatic_finetune_256_20260522,METRIC_FOUND,,,,,0.860020629746534,0.7434705827679153,0.9672497180104396,0.8619351173945973,0.904406844469936,0.7675779215054539,0.8507768023158127,
Q3,PhoBERT (fine-tune) [256],baseline,PhoBERT-base,q3_phobert_pragmatic_finetune_256_20260523,23,metric::q3_phobert_pragmatic_finetune_256_20260523,METRIC_FOUND,,,,,0.8375449475488108,0.7206655144119136,0.9684423125473365,0.835242962904595,0.8961095873850595,0.7530142315497323,0.8351699260579081,
Q3,Vistral-7B SFT [32],baseline,Vistral-7B,q3_vistral_pragmatic_sft_32_20260521,21,metric::q3_vistral_pragmatic_sft_32_20260521,METRIC_FOUND,,,,,0.8590528350515464,0.7307240704500979,0.9623970495537618,0.9049716320928253,0.9251737687545882,0.7897445013408566,0.8620106428739461,
Q3,Vistral-7B SFT [32],baseline,Vistral-7B,q3_vistral_pragmatic_sft_32_20260522,22,metric::q3_vistral_pragmatic_sft_32_20260522,METRIC_FOUND,,,,,0.8672747192103545,0.6842773806770415,0.9742716654841528,0.9270353302611367,0.927329885982582,0.7735714493935579,0.8589600718348042,
