run_id,system_id,display_name,seed,status,source_repo,prediction_repo,source_metric_path,source_prediction_path,implicit_f1_pct,sarcasm_f1_pct,irony_f1_pct,idiom_f1_pct,code_sw_f1_pct,mocking_f1_pct,macro_prag_f1_pct
q1a_vistral_pragmatic_sft_20260523,vistral_pragmatic_sft,Vistral-7B SFT,20260523,COMPLETE,Thundergod2007/vipragsent-experiment-artifacts,,campaigns/vipragsent-v7-6693e7e9eef08ef1/SHARD_GPU40_7B_INTEGRATION/q1a_vistral_pragmatic_sft_20260523/science/metrics/test_metrics.json,campaigns/vipragsent-v7-6693e7e9eef08ef1/SHARD_GPU40_7B_INTEGRATION/q1a_vistral_pragmatic_sft_20260523/science/predictions/test_predictions.jsonl,87.034768,74.703840,96.822560,89.737951,93.383273,79.618948,86.883557
q1a_vipragsent_no_auxiliary_vistral_20260521,vipragsent_no_auxiliary_vistral,ViPragSent - no auxiliary loss,20260521,COMPLETE,Thundergod2007/vipragsent-experiment-artifacts,,campaigns/vipragsent-v7-6693e7e9eef08ef1/SHARD_GPU40_7B_INTEGRATION/q1a_vipragsent_no_auxiliary_vistral_20260521/science/metrics/test_metrics.json,campaigns/vipragsent-v7-6693e7e9eef08ef1/SHARD_GPU40_7B_INTEGRATION/q1a_vipragsent_no_auxiliary_vistral_20260521/science/predictions/test_predictions.jsonl,88.136642,74.256614,96.865585,91.716105,92.369653,76.267586,86.602031
q1a_vipragsent_no_auxiliary_vistral_20260522,vipragsent_no_auxiliary_vistral,ViPragSent - no auxiliary loss,20260522,COMPLETE,Thundergod2007/vipragsent-experiment-artifacts,,campaigns/vipragsent-v7-6693e7e9eef08ef1/SHARD_GPU40_7B_INTEGRATION/q1a_vipragsent_no_auxiliary_vistral_20260522/science/metrics/test_metrics.json,campaigns/vipragsent-v7-6693e7e9eef08ef1/SHARD_GPU40_7B_INTEGRATION/q1a_vipragsent_no_auxiliary_vistral_20260522/science/predictions/test_predictions.jsonl,86.994352,75.310888,97.180955,92.369878,93.582151,81.098045,87.756045
q1a_vipragsent_no_auxiliary_vistral_20260523,vipragsent_no_auxiliary_vistral,ViPragSent - no auxiliary loss,20260523,COMPLETE,Thundergod2007/vipragsent-experiment-artifacts,,campaigns/vipragsent-v7-6693e7e9eef08ef1/SHARD_GPU40_7B_INTEGRATION/q1a_vipragsent_no_auxiliary_vistral_20260523/science/metrics/test_metrics.json,campaigns/vipragsent-v7-6693e7e9eef08ef1/SHARD_GPU40_7B_INTEGRATION/q1a_vipragsent_no_auxiliary_vistral_20260523/science/predictions/test_predictions.jsonl,87.158909,74.806972,97.409427,90.433191,92.677435,81.172927,87.276477
q1a_cot_only_vistral_clean_rerun_003__seed_20260521,cot_only_vistral,Vistral CoT-only clean rerun 003,20260521,COMPLETE,Thundergod2007/vipragsent-experiment-artifacts-overflow-006,Thundergod2007/vipragsent-experiment-artifacts-overflow-003,campaigns/vipragsent-v7-6693e7e9eef08ef1/SHARD_GPU40_7B_INTEGRATION/q1a_cot_only_vistral_clean_rerun_003__seed_20260521/metrics/test_reasoning_metrics.json,campaigns/vipragsent-v7-6693e7e9eef08ef1/SHARD_GPU40_7B_INTEGRATION/q1a_cot_only_vistral_clean_rerun_003__seed_20260521/predictions/test_predictions.jsonl,17.355372,48.240166,48.199948,48.173102,45.916712,46.907353,42.465442
q1a_cot_only_vistral_clean_rerun_003__seed_20260522,cot_only_vistral,Vistral CoT-only clean rerun 003,20260522,MISSING_TEST_SCORE,Thundergod2007/vipragsent-vistral7b-checkpoints,,,,,,,,,,
q1a_cot_only_vistral_clean_rerun_003__seed_20260523,cot_only_vistral,Vistral CoT-only clean rerun 003,20260523,COMPLETE,Thundergod2007/vipragsent-experiment-artifacts-overflow-024,Thundergod2007/vipragsent-experiment-artifacts-overflow-024,campaigns/vipragsent-v7-6693e7e9eef08ef1/SHARD_GPU40_7B_INTEGRATION/q1a_cot_only_vistral_clean_rerun_003__seed_20260523/metrics/test_reasoning_metrics.json,campaigns/vipragsent-v7-6693e7e9eef08ef1/SHARD_GPU40_7B_INTEGRATION/q1a_cot_only_vistral_clean_rerun_003__seed_20260523/predictions/test_predictions.jsonl,17.355372,48.240166,48.199948,48.173102,45.916712,46.907353,42.465442
q1a_explanation_only_vistral_20260521,explanation_only_vistral,ViPragSent - explanation only,20260521,COMPLETE,Thundergod2007/vipragsent-experiment-artifacts-overflow-003,Thundergod2007/vipragsent-experiment-artifacts-overflow-003,campaigns/vipragsent-v7-6693e7e9eef08ef1/SHARD_GPU40_7B_INTEGRATION/q1a_explanation_only_vistral_20260521/metrics/test_reasoning_metrics.json,campaigns/vipragsent-v7-6693e7e9eef08ef1/SHARD_GPU40_7B_INTEGRATION/q1a_explanation_only_vistral_20260521/predictions/test_predictions.jsonl,44.134078,48.240166,48.199948,48.173102,45.916712,46.907353,46.928560
q1a_explanation_only_vistral_20260522,explanation_only_vistral,ViPragSent - explanation only,20260522,COMPLETE,Thundergod2007/vipragsent-experiment-artifacts-overflow-010,Thundergod2007/vipragsent-experiment-artifacts-overflow-004,campaigns/vipragsent-v7-6693e7e9eef08ef1/SHARD_GPU40_7B_INTEGRATION/q1a_explanation_only_vistral_20260522/metrics/test_reasoning_metrics.json,campaigns/vipragsent-v7-6693e7e9eef08ef1/SHARD_GPU40_7B_INTEGRATION/q1a_explanation_only_vistral_20260522/predictions/test_predictions.jsonl,44.134078,48.240166,48.199948,48.173102,46.227734,46.907353,46.980397
q1a_explanation_only_vistral_20260523,explanation_only_vistral,ViPragSent - explanation only,20260523,COMPLETE,Thundergod2007/vipragsent-experiment-artifacts-overflow-014,Thundergod2007/vipragsent-experiment-artifacts-overflow-004,campaigns/vipragsent-v7-6693e7e9eef08ef1/SHARD_GPU40_7B_INTEGRATION/q1a_explanation_only_vistral_20260523/metrics/test_reasoning_metrics.json,campaigns/vipragsent-v7-6693e7e9eef08ef1/SHARD_GPU40_7B_INTEGRATION/q1a_explanation_only_vistral_20260523/predictions/test_predictions.jsonl,44.134078,48.240166,48.199948,48.173102,45.902083,46.907353,46.926122
q1a_vipragsent_full_vistral_20260521,vipragsent_full_vistral,"ViPragSent (ours, Vistral)",20260521,COMPLETE,Thundergod2007/vipragsent-experiment-artifacts-overflow-017,,campaigns/vipragsent-v7-6693e7e9eef08ef1/SHARD_GPU40_7B_INTEGRATION/q1a_vipragsent_full_vistral_20260521/metrics/test_metrics.json,results/runs/q1a_vipragsent_full_vistral_20260521/predictions/test_predictions.jsonl,78.592656,63.756181,91.124129,53.824880,47.839022,67.384276,67.086857
q1a_vipragsent_full_vistral_20260522,vipragsent_full_vistral,"ViPragSent (ours, Vistral)",20260522,COMPLETE,Thundergod2007/vipragsent-experiment-artifacts-overflow-017,,campaigns/vipragsent-v7-6693e7e9eef08ef1/SHARD_GPU40_7B_INTEGRATION/q1a_vipragsent_full_vistral_20260522/metrics/test_metrics.json,results/runs/q1a_vipragsent_full_vistral_20260522/predictions/test_predictions.jsonl,88.305277,78.110599,97.031346,91.827395,94.388634,83.575810,88.873177
q1a_vipragsent_full_vistral_20260523,vipragsent_full_vistral,"ViPragSent (ours, Vistral)",20260523,COMPLETE,Thundergod2007/vipragsent-experiment-artifacts-overflow-016,,campaigns/vipragsent-v7-6693e7e9eef08ef1/SHARD_GPU40_7B_INTEGRATION/q1a_vipragsent_full_vistral_20260523/metrics/test_metrics.json,results/runs/q1a_vipragsent_full_vistral_20260523/predictions/test_predictions.jsonl,87.880826,75.902532,96.108283,92.486700,92.852943,80.480937,87.618704
azure_pragmatic_zero_shot,azure_pragmatic_zero_shot,GPT-4.1-mini zero-shot,single,COMPLETE,Thundergod2007/vipragsent-experiment-artifacts,,campaigns/vipragsent-v7-compact-20260820-190bb0f24a7e75a8/SHARD_H100_MIG20_COMPACT/nb-170d4c47-8a39-47ad-9425-d231de44fc92-857677f648-2qn8f/science/runs/azure_pragmatic_zero_shot/E4C5F0681894/metrics.json,campaigns/vipragsent-v7-compact-20260820-190bb0f24a7e75a8/SHARD_H100_MIG20_COMPACT/nb-170d4c47-8a39-47ad-9425-d231de44fc92-857677f648-2qn8f/science/runs/azure_pragmatic_zero_shot/E4C5F0681894/predictions/test_predictions.jsonl,45.444640,56.508303,53.172326,52.453560,62.417330,54.685926,54.113681
azure_gpt41_mini_8shot,azure_gpt41_mini_8shot,GPT-4.1-mini 8-shot,single,COMPLETE,Thundergod2007/vipragsent-experiment-artifacts,,campaigns/vipragsent-v7-compact-20260820-190bb0f24a7e75a8/SHARD_H100_MIG20_COMPACT/nb-170d4c47-8a39-47ad-9425-d231de44fc92-857677f648-2qn8f/science/runs/azure_gpt41_mini_8shot/1292C4E7F429/metrics.json,campaigns/vipragsent-v7-compact-20260820-190bb0f24a7e75a8/SHARD_H100_MIG20_COMPACT/nb-170d4c47-8a39-47ad-9425-d231de44fc92-857677f648-2qn8f/science/runs/azure_gpt41_mini_8shot/1292C4E7F429/predictions/test_predictions.jsonl,49.043363,61.093413,52.373479,50.867747,56.885073,54.323888,54.097827
